"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"LURY SUR ARNON","18134","18120",
"MAISONNAIS","18135","18170",
"MARCAIS","18136","18170",
"MAREUIL SUR ARNON","18137","18290",
"MARMAGNE","18138","18500",
"MARSEILLES LES AUBIGNY","18139","18320",
"MASSAY","18140","18120",
"MEHUN SUR YEVRE","18141","18500",
"MEILLANT","18142","18200",
"MENETOU COUTURE","18143","18320",
"MENETOU RATEL","18144","18300",
"MENETOU SALON","18145","18510",
"MENETREOL SOUS SANCERRE","18146","18300",
"MENETREOL SUR SAULDRE","18147","18700",
"MEREAU","18148","18120",
"MERY ES BOIS","18149","18380",
"MERY SUR CHER","18150","18100",
"MONTIGNY","18151","18250",
"MONTLOUIS","18152","18160",
"MORLAC","18153","18170",
"MORNAY BERRY","18154","18350",
"MORNAY SUR ALLIER","18155","18600",
"MOROGUES","18156","18220",
"MORTHOMIERS","18157","18570",
"MOULINS SUR YEVRE","18158","18390",
"NANCAY","18159","18330",
"NERONDES","18160","18350",
"NEUILLY EN DUN","18161","18600",
"NEUILLY EN SANCERRE","18162","18250",
"NEUVY DEUX CLOCHERS","18163","18250",
"NEUVY LE BARROIS","18164","18600",
"NEUVY SUR BARANGEON","18165","18330",
"NOHANT EN GOUT","18166","18390",
"NOHANT EN GRACAY","18167","18310",
"LE NOYER","18168","18260",
"NOZIERES","18169","18200",
"OIZON","18170","18700",
"ORCENAIS","18171","18200",
"ORVAL","18172","18200",
"OSMERY","18173","18130",
"OSMERY","18173","18350","LUGNY BOURBONNAIS"
"OSMOY","18174","18390",
"OUROUER LES BOURDELINS","18175","18350",
"PARASSY","18176","18220",
"PARNAY","18177","18130",
"LA PERCHE","18178","18200",
"PIGNY","18179","18110",
"PLAIMPIED GIVAUDINS","18180","18340",
"PLOU","18181","18290",
"POISIEUX","18182","18290",
"LE PONDY","18183","18210",
"PRECY","18184","18140",
"PRESLY","18185","18380",
"PREUILLY","18186","18120",
"PREVERANGES","18187","18370",
"PRIMELLES","18188","18400",
"QUANTILLY","18189","18110",
"QUINCY","18190","18120",
"RAYMOND","18191","18130",
"REIGNY","18192","18270",
"REZAY","18193","18170",
"RIANS","18194","18220",
"SAGONNE","18195","18600",
"ST AIGNAN DES NOYERS","18196","18600",
"ST AMAND MONTROND","18197","18200",
"ST AMBROIX","18198","18290",
"ST BAUDEL","18199","18160",
"ST BOUIZE","18200","18300",
"ST CAPRAIS","18201","18400",
"ST CEOLS","18202","18220",
"ST CHRISTOPHE LE CHAUDRY","18203","18270",
"ST DENIS DE PALIN","18204","18130",
"ST DOULCHARD","18205","18230",
"ST ELOY DE GY","18206","18110",
"ST FLORENT SUR CHER","18207","18400",
"STE GEMME EN SANCERROIS","18208","18240",
"ST GEORGES DE POISIEUX","18209","18200",
"ST GEORGES SUR LA PREE","18210","18100",
"ST GEORGES SUR MOULON","18211","18110",
"ST GERMAIN DES BOIS","18212","18340",
"ST GERMAIN DU PUY","18213","18390",
"ST HILAIRE DE COURT","18214","18100",
"ST HILAIRE DE GONDILLY","18215","18320",
"ST HILAIRE DE GONDILLY","18215","18350","ENTROIS"
"ST HILAIRE EN LIGNIERES","18216","18160",
"ST JEANVRIN","18217","18370",
"ST JUST","18218","18340",
"ST LAURENT","18219","18330",
"ST LEGER LE PETIT","18220","18140",
"ST LOUP DES CHAUMES","18221","18190",
"ST MARTIN D AUXIGNY","18223","18110",
"ST MARTIN DES CHAMPS","18224","18140",
"ST MAUR","18225","18270",
"ST MICHEL DE VOLANGIS","18226","18390",
"STE MONTAINE","18227","18700",
"ST OUTRILLE","18228","18310",
"ST PALAIS","18229","18110",
"ST PIERRE LES BOIS","18230","18170",
"ST PIERRE LES ETIEUX","18231","18210",
"ST PRIEST LA MARCHE","18232","18370",
"ST SATUR","18233","18300",
"ST SATURNIN","18234","18370",
"STE SOLANGE","18235","18220",
"ST SYMPHORIEN","18236","18190",
"STE THORETTE","18237","18500",
"ST VITTE","18238","18360",
"SANCERGUES","18240","18140",
"SANCERRE","18241","18300",
"SANCOINS","18242","18600",
"SANTRANGES","18243","18240",
"SAUGY","18244","18290",
"SAULZAIS LE POTIER","18245","18360",
"SAVIGNY EN SANCERRE","18246","18240",
"SAVIGNY EN SEPTAINE","18247","18390",
"SENNECAY","18248","18340",
"SENS BEAUJEU","18249","18300",
"SERRUELLES","18250","18190",
"SEVRY","18251","18140",
"SIDIAILLES","18252","18270",
"SOULANGIS","18253","18220",
"SOYE EN SEPTAINE","18254","18340",
"LE SUBDRAY","18255","18570",
"SUBLIGNY","18256","18260",
"SURY PRES LERE","18257","18240",
"SURY EN VAUX","18258","18300",
"SURY ES BOIS","18259","18260",
"TENDRON","18260","18350",
"THAUMIERS","18261","18210",
"THAUVENAY","18262","18300",
"THENIOUX","18263","18100",
"THOU","18264","18260",
"TORTERON","18265","18320",
"TOUCHAY","18266","18160",
"TROUY","18267","18570",
"UZAY LE VENON","18268","18190",
"VAILLY SUR SAULDRE","18269","18260",
"VALLENAY","18270","18190",
"VALLENAY","18270","18190","BIGNY VALLENAY"
"VASSELAY","18271","18110",
"VEAUGUES","18272","18300",
"VENESMES","18273","18190",
"VERDIGNY","18274","18300",
"VEREAUX","18275","18600",
"VERNAIS","18276","18210",
"VERNEUIL","18277","18210",
"VESDUN","18278","18360",
"VIERZON","18279","18100",
"VIGNOUX SOUS LES AIX","18280","18110",
"VIGNOUX SUR BARANGEON","18281","18500",
"VILLABON","18282","18800",
"VILLECELIN","18283","18160",
"VILLEGENON","18284","18260",
"VILLENEUVE SUR CHER","18285","18400",
"VILLEQUIERS","18286","18800",
"VINON","18287","18300",
"VORLY","18288","18340",
"VORNAY","18289","18130",
"VOUZERON","18290","18330",
"AFFIEUX","19001","19260",
"AIX","19002","19200",
"ALBIGNAC","19003","19190",
"ALBUSSAC","19004","19380",
"ALLASSAC","19005","19240",
"ALLEYRAT","19006","19200",
"ALTILLAC","19007","19120",
"AMBRUGEAT","19008","19250",
"LES ANGLES SUR CORREZE","19009","19000",
"ARGENTAT SUR DORDOGNE","19010","19320","ST BAZILE DE LA ROCHE"
"ARGENTAT SUR DORDOGNE","19010","19400","ARGENTAT"
"ARNAC POMPADOUR","19011","19230",
"ASTAILLAC","19012","19120",
"AUBAZINES","19013","19190",
"AURIAC","19014","19220",
"AYEN","19015","19310",
"BAR","19016","19800",
"BASSIGNAC LE BAS","19017","19430",
"BASSIGNAC LE HAUT","19018","19220",
"BEAULIEU SUR DORDOGNE","19019","19120",
"BEAULIEU SUR DORDOGNE","19019","19120","BRIVEZAC"
"BEAUMONT","19020","19390",
"BELLECHASSAGNE","19021","19290",
"BENAYES","19022","19510",
"BEYNAT","19023","19190",
"BEYSSAC","19024","19230",
"BEYSSENAC","19025","19230",
"BILHAC","19026","19120",
"BONNEFOND","19027","19170",
"BORT LES ORGUES","19028","19110",
"BRANCEILLES","19029","19500",
"BRIGNAC LA PLAINE","19030","19310",
"BRIVE LA GAILLARDE","19031","19100",
"BUGEAT","19033","19170",
"CAMPS ST MATHURIN LEOBAZEL","19034","19430",
"CAMPS ST MATHURIN LEOBAZEL","19034","19430","ST MATHURIN LEOBAZEL"
"CHABRIGNAC","19035","19350",
"CHAMBERET","19036","19370",
"CHAMBOULIVE","19037","19450",
"CHAMEYRAT","19038","19330",
"CHAMPAGNAC LA NOAILLE","19039","19320",
"CHAMPAGNAC LA PRUNE","19040","19320",
"CHANAC LES MINES","19041","19150",
"CHANTEIX","19042","19330",
"LA CHAPELLE AUX BROCS","19043","19360",
"LA CHAPELLE AUX SAINTS","19044","19120",
"LA CHAPELLE ST GERAUD","19045","19430",
"CHAPELLE SPINASSE","19046","19300",
"CHARTRIER FERRIERE","19047","19600",
"LE CHASTANG","19048","19190",
"CHASTEAUX","19049","19600",
"CHAUFFOUR SUR VELL","19050","19500",
"CHAUMEIL","19051","19390",
"CHAVANAC","19052","19290",
"CHAVEROCHE","19053","19200",
"CHENAILLER MASCHEIX","19054","19120",
"CHIRAC BELLEVUE","19055","19160",
"CLERGOUX","19056","19320",
"COLLONGES LA ROUGE","19057","19500",
"COMBRESSOL","19058","19250",
"CONCEZE","19059","19350",
"CONDAT SUR GANAVEIX","19060","19140",
"CORNIL","19061","19150",
"CORREZE","19062","19800",
"COSNAC","19063","19360",
"COUFFY SUR SARSONNE","19064","19340",
"COURTEIX","19065","19340",
"CUBLAC","19066","19520",
"CUREMONTE","19067","19500",
"DAMPNIAT","19068","19360",
"DARAZAC","19069","19220",
"DARNETS","19070","19300",
"DAVIGNAC","19071","19250",
"DONZENAC","19072","19270",
"EGLETONS","19073","19300",
"L EGLISE AUX BOIS","19074","19170",
"ESPAGNAC","19075","19150",
"ESPARTIGNAC","19076","19140",
"ESTIVALS","19077","19600",
"ESTIVAUX","19078","19410",
"EYBURIE","19079","19140",
"EYGURANDE","19080","19340",
"EYREIN","19081","19800",
"FAVARS","19082","19330",
"FEYT","19083","19340",
"FORGES","19084","19380",
"GIMEL LES CASCADES","19085","19800",
"GOULLES","19086","19430",
"GOURDON MURAT","19087","19170",
"GRANDSAIGNE","19088","19300",
"GROS CHASTANG","19089","19320",
"GUMOND","19090","19320",
"HAUTEFAGE","19091","19400",
"JUGEALS NAZARETH","19093","19500",
"JUILLAC","19094","19350",
"LACELLE","19095","19170",
"LADIGNAC SUR RONDELLES","19096","19150",
"LAFAGE SUR SOMBRE","19097","19320",
"LAGARDE MARC LA TOUR","19098","19150","LAGARDE ENVAL"
"LAGARDE MARC LA TOUR","19098","19150","MARC LA TOUR"
"LAGLEYGEOLLE","19099","19500",
"LAGRAULIERE","19100","19700",
"LAGUENNE SUR AVALOUZE","19101","19150","LAGUENNE"
"LAGUENNE SUR AVALOUZE","19101","19150","ST BONNET AVALOUZE"
"LAMAZIERE BASSE","19102","19160",
"LAMAZIERE HAUTE","19103","19340",
"LAMONGERIE","19104","19510",
"LANTEUIL","19105","19190",
"LAPLEAU","19106","19550",
"LARCHE","19107","19600",
"LAROCHE PRES FEYT","19108","19340",
"LASCAUX","19109","19130",
"LATRONCHE","19110","19160",
"LAVAL SUR LUZEGE","19111","19550",
"LESTARDS","19112","19170",
"LIGINIAC","19113","19160",
"LIGNAREIX","19114","19200",
"LIGNEYRAC","19115","19500",
"LIOURDRES","19116","19120",
"LISSAC SUR COUZE","19117","19600",
"LE LONZAC","19118","19470",
"LOSTANGES","19119","19500",
"LOUIGNAC","19120","19310",
"LUBERSAC","19121","19210",
"MADRANGES","19122","19470",
"MALEMORT","19123","19360","MALEMORT SUR CORREZE"
"MALEMORT","19123","19360","VENARSAL"
"MANSAC","19124","19520",
"MARCILLAC LA CROISILLE","19125","19320",
"MARCILLAC LA CROZE","19126","19500",
"MARGERIDES","19128","19200",
"MASSERET","19129","19510",
"MAUSSAC","19130","19250",
"MEILHARDS","19131","19510",
"MENOIRE","19132","19190",
"MERCOEUR","19133","19430",
"MERLINES","19134","19340",
"MESTES","19135","19200",
"MEYMAC","19136","19250",
"MEYRIGNAC L EGLISE","19137","19800",
"MEYSSAC","19138","19500",
"MILLEVACHES","19139","19290",
"MONCEAUX SUR DORDOGNE","19140","19400",
"MONESTIER MERLINES","19141","19340",
"MONESTIER PORT DIEU","19142","19110",
"MONTAIGNAC SUR DOUSTRE","19143","19300","LE JARDIN"
"MONTAIGNAC SUR DOUSTRE","19143","19300","MONTAIGNAC ST HIPPOLYTE"
"MONTGIBAUD","19144","19210",
"MOUSTIER VENTADOUR","19145","19300",
"NAVES","19146","19460",
"NESPOULS","19147","19600",
"NEUVIC","19148","19160",
"NEUVILLE","19149","19380",
"NOAILHAC","19150","19500",
"NOAILLES","19151","19600",
"NONARDS","19152","19120",
"OBJAT","19153","19130",
"ORGNAC SUR VEZERE","19154","19410",
"ORLIAC DE BAR","19155","19390",
"PALAZINGES","19156","19190",
"PALISSE","19157","19160",
"PANDRIGNES","19158","19150",
"PERET BEL AIR","19159","19300",
"PEROLS SUR VEZERE","19160","19170",
"PERPEZAC LE BLANC","19161","19310",
"PERPEZAC LE NOIR","19162","19410",
"LE PESCHER","19163","19190",
"PEYRELEVADE","19164","19290",
"PEYRISSAC","19165","19260",
"PIERREFITTE","19166","19450",
"CONFOLENT PORT DIEU","19167","19200",
"PRADINES","19168","19170",
"PUY D ARNAC","19169","19120",
"QUEYSSAC LES VIGNES","19170","19120",
"REYGADE","19171","19430",
"RILHAC TREIGNAC","19172","19260",
"RILHAC XAINTRIE","19173","19220",
"LA ROCHE CANILLAC","19174","19320",
"ROCHE LE PEYROUX","19175","19160",
"ROSIERS D EGLETONS","19176","19300",
"ROSIERS DE JUILLAC","19177","19350",
"SADROC","19178","19270",
"SAILLAC","19179","19500",
"ST ANGEL","19180","19200",
"ST AUGUSTIN","19181","19390",
"ST AULAIRE","19182","19130",
"ST BAZILE DE MEYSSAC","19184","19500",
"ST BONNET ELVERT","19186","19380",
"ST BONNET LA RIVIERE","19187","19130",
"ST BONNET L ENFANTIER","19188","19410",
"ST BONNET LES TOURS DE MERLE","19189","19430",
"ST BONNET PRES BORT","19190","19200",
"ST CERNIN DE LARCHE","19191","19600",
"ST CHAMANT","19192","19380",
"ST CIRGUES LA LOUTRE","19193","19220",
"ST CLEMENT","19194","19700",
"ST CYPRIEN","19195","19130",
"ST CYR LA ROCHE","19196","19130",
"ST ELOY LES TUILERIES","19198","19210",
"ST ETIENNE AUX CLOS","19199","19200",
"ST ETIENNE LA GENESTE","19200","19160",
"ST EXUPERY LES ROCHES","19201","19200",
"STE FEREOLE","19202","19270",
"STE FORTUNADE","19203","19490",
"ST FREJOUX","19204","19200",
"ST GENIEZ O MERLE","19205","19220",
"ST GERMAIN LAVOLPS","19206","19290",
"ST GERMAIN LES VERGNES","19207","19330",
"ST HILAIRE FOISSAC","19208","19550",
"ST HILAIRE LES COURBES","19209","19170",
"ST HILAIRE LUC","19210","19160",
"ST HILAIRE PEYROUX","19211","19560",
"ST HILAIRE TAURIEUX","19212","19400",
"ST JAL","19213","19700",
"ST JULIEN AUX BOIS","19214","19220",
"ST JULIEN LE PELERIN","19215","19430",
"ST JULIEN LE VENDOMOIS","19216","19210",
"ST JULIEN MAUMONT","19217","19500",
"STE MARIE LAPANOUZE","19219","19160",
"ST MARTIAL DE GIMEL","19220","19150",
"ST MARTIAL ENTRAYGUES","19221","19400",
"ST MARTIN LA MEANNE","19222","19320",
"ST MERD DE LAPLEAU","19225","19320",
"ST MERD LES OUSSINES","19226","19170",
"ST MEXANT","19227","19330",
"ST PANTALEON DE LAPLEAU","19228","19160",
"ST PANTALEON DE LARCHE","19229","19600",
"ST PARDOUX LA CROISILLE","19231","19320",
"ST PARDOUX LE NEUF","19232","19200",
"ST PARDOUX LE VIEUX","19233","19200",
"ST PARDOUX L ORTIGIER","19234","19270",
"ST PAUL","19235","19150",
"ST PRIEST DE GIMEL","19236","19800",
"ST PRIVAT","19237","19220",
"ST REMY","19238","19290",
"ST ROBERT","19239","19310",
"ST SALVADOUR","19240","19700",
"ST SETIERS","19241","19290",
"ST SOLVE","19242","19130",
"ST SORNIN LAVOLPS","19243","19230",
"ST SULPICE LES BOIS","19244","19250",
"ST SYLVAIN","19245","19380",
"ST VIANCE","19246","19240",
"ST VICTOUR","19247","19200",
"LES TROIS SAINTS","19248","19140","ST YBARD"
"LES TROIS SAINTS","19248","19210","ST MARTIN SEPERT"
"LES TROIS SAINTS","19248","19210","ST PARDOUX CORBIER"
"ST YRIEIX LE DEJALAT","19249","19300",
"SALON LA TOUR","19250","19510",
"SARRAN","19251","19800",
"SARROUX ST JULIEN","19252","19110","SARROUX"
"SARROUX ST JULIEN","19252","19110","ST JULIEN PRES BORT"
"SEGONZAC","19253","19310",
"SEGUR LE CHATEAU","19254","19230",
"SEILHAC","19255","19700",
"SERANDON","19256","19160",
"SERILHAC","19257","19190",
"SERVIERES LE CHATEAU","19258","19220",
"SEXCLES","19259","19430",
"SIONIAC","19260","19120",
"SORNAC","19261","19290",
"SOUDAINE LAVINADIERE","19262","19370",
"SOUDEILLES","19263","19300",
"SOURSAC","19264","19550",
"TARNAC","19265","19170",
"THALAMY","19266","19200",
"TOY VIAM","19268","19170",
"TREIGNAC","19269","19260",
"TROCHE","19270","19230",
"TUDEILS","19271","19120",
"TULLE","19272","19000",
"TURENNE","19273","19500",
"USSAC","19274","19270",
"USSEL","19275","19200",
"USSEL","19275","19200","LA TOURETTE"
"USSEL","19275","19200","ST DEZERY"
"UZERCHE","19276","19140",
"VALIERGUES","19277","19200",
"VARETZ","19278","19240",
"VARS SUR ROSEIX","19279","19130",
"VEGENNES","19280","19120",
"VEIX","19281","19260",
"VEYRIERES","19283","19200",
"VIAM","19284","19170",
"VIGEOIS","19285","19410",
"VIGNOLS","19286","19130",
"VITRAC SUR MONTANE","19287","19800",
"VOUTEZAC","19288","19130",
"YSSANDON","19289","19310",
"AGENCOURT","21001","21700",
"AGEY","21002","21410",
"AHUY","21003","21121",
"AIGNAY LE DUC","21004","21510",
"AISEREY","21005","21110",
"AISEY SUR SEINE","21006","21400",
"AISY SOUS THIL","21007","21390",
"ALISE STE REINE","21008","21150",
"ALLEREY","21009","21230",
"ALOXE CORTON","21010","21420",
"AMPILLY LES BORDES","21011","21450",
"AMPILLY LE SEC","21012","21400",
"ANCEY","21013","21410",
"ANTHEUIL","21014","21360",
"ANTIGNY LA VILLE","21015","21230",
"ARCEAU","21016","21310",
"ARCENANT","21017","21700",
"ARCEY","21018","21410",
"ARCONCEY","21020","21320",
"ARC SUR TILLE","21021","21560",
"ARGILLY","21022","21700",
"ARNAY LE DUC","21023","21230",
"ARNAY SOUS VITTEAUX","21024","21350",
"ARRANS","21025","21500",
"ASNIERES EN MONTAGNE","21026","21500",
"ASNIERES LES DIJON","21027","21380",
"ATHEE","21028","21130",
"ATHIE","21029","21500",
"AUBAINE","21030","21360",
"AUBIGNY EN PLAINE","21031","21170",
"AUBIGNY LA RONCE","21032","21340",
"AUBIGNY LES SOMBERNON","21033","21540",
"AUTRICOURT","21034","21570",
"AUVILLARS SUR SAONE","21035","21250",
"AUXANT","21036","21360",
"AUXEY DURESSES","21037","21190",
"AUXONNE","21038","21130",
"AVELANGES","21039","21120",
"AVOSNES","21040","21350",
"AVOT","21041","21580",
"BAGNOT","21042","21700",
"BAIGNEUX LES JUIFS","21043","21450",
"BALOT","21044","21330",
"BARBIREY SUR OUCHE","21045","21410",
"BARD LE REGULIER","21046","21430",
"BARD LES EPOISSES","21047","21460",
"BARGES","21048","21910",
"BARJON","21049","21580",
"BAUBIGNY","21050","21340",
"BAULME LA ROCHE","21051","21410",
"BEAULIEU","21052","21510",
"BEAUMONT SUR VINGEANNE","21053","21310",
"BEAUNE","21054","21200",
"BEAUNOTTE","21055","21510",
"BEIRE LE CHATEL","21056","21310",
"BEIRE LE FORT","21057","21110",
"BELAN SUR OURCE","21058","21570",
"BELLEFOND","21059","21490",
"BELLENEUVE","21060","21310",
"BELLENOD SUR SEINE","21061","21510",
"BELLENOT SOUS POUILLY","21062","21320",
"BENEUVRE","21063","21290",
"BENOISEY","21064","21500",
"BESSEY EN CHAUME","21065","21360",
"BESSEY LA COUR","21066","21360",
"BESSEY LES CITEAUX","21067","21110",
"BEUREY BAUGUAY","21068","21320",
"BEURIZOT","21069","21350",
"BEVY","21070","21220",
"BEZE","21071","21310",
"BEZOUOTTE","21072","21310",
"BILLEY","21074","21130",
"BILLY LES CHANCEAUX","21075","21450",
"BINGES","21076","21270",
"BISSEY LA COTE","21077","21520",
"BISSEY LA PIERRE","21078","21330",
"BLAGNY SUR VINGEANNE","21079","21310",
"BLAISY BAS","21080","21540",
"BLAISY HAUT","21081","21540",
"BLANCEY","21082","21320",
"BLANOT","21083","21430",
"SOURCE SEINE","21084","21690",
"SOURCE SEINE","21084","21690","ST GERMAIN SOURCE SEINE"
"BLIGNY LE SEC","21085","21440",
"BLIGNY LES BEAUNE","21086","21200",
"BLIGNY SUR OUCHE","21087","21360",
"BONCOURT LE BOIS","21088","21700",
"BONNENCONTRE","21089","21250",
"BOUDREVILLE","21090","21520",
"BOUHEY","21091","21360",
"BOUILLAND","21092","21420",
"BOUIX","21093","21330",
"BOURBERAIN","21094","21610",
"BOUSSELANGE","21095","21250",
"BOUSSENOIS","21096","21260",
"BOUSSEY","21097","21350",
"BOUX SOUS SALMAISE","21098","21690",
"BOUZE LES BEAUNE","21099","21200",
"BRAIN","21100","21350",
"BRAUX","21101","21390",
"BRAZEY EN MORVAN","21102","21430",
"BRAZEY EN PLAINE","21103","21470",
"BREMUR ET VAUROIS","21104","21400",
"BRESSEY SUR TILLE","21105","21560",
"BRETENIERE","21106","21110",
"BRETIGNY","21107","21490",
"BRIANNY","21108","21390",
"BRION SUR OURCE","21109","21570",
"BROCHON","21110","21220",
"BROGNON","21111","21490",
"BROIN","21112","21250",
"BROINDON","21113","21220",
"BUFFON","21114","21500",
"BUNCEY","21115","21400",
"BURE LES TEMPLIERS","21116","21290",
"BUSSEAUT","21117","21510",
"BUSSEROTTE ET MONTENAILLE","21118","21580",
"BUSSIERES","21119","21580",
"LA BUSSIERE SUR OUCHE","21120","21360",
"BUSSY LA PESLE","21121","21540",
"BUSSY LE GRAND","21122","21150",
"BUXEROLLES","21123","21290",
"CENSEREY","21124","21430",
"CERILLY","21125","21330",
"CESSEY SUR TILLE","21126","21110",
"CHAIGNAY","21127","21120",
"CHAILLY SUR ARMANCON","21128","21320",
"CHAMBAIN","21129","21290",
"CHAMBEIRE","21130","21110",
"CHAMBLANC","21131","21250",
"CHAMBOEUF","21132","21220",
"CHAMBOLLE MUSIGNY","21133","21220",
"CHAMESSON","21134","21400",
"CHAMPAGNE SUR VINGEANNE","21135","21310",
"CHAMPAGNY","21136","21440",
"CHAMP D OISEAU","21137","21500",
"CHAMPDOTRE","21138","21130",
"CHAMPEAU EN MORVAN","21139","21210",
"CHAMPIGNOLLES","21140","21230",
"CHAMPRENAULT","21141","21690",
"CHANCEAUX","21142","21440",
"CHANNAY","21143","21330",
"CHARENCEY","21144","21690",
"CHARIGNY","21145","21140",
"CHARMES","21146","21310",
"CHARNY","21147","21350",
"CHARREY SUR SAONE","21148","21170",
"CHARREY SUR SEINE","21149","21400",
"CHASSAGNE MONTRACHET","21150","21190",
"CHASSEY","21151","21150",
"CHATEAUNEUF","21152","21320",
"CHATELLENOT","21153","21320",
"CHATILLON SUR SEINE","21154","21400",
"CHAUDENAY LA VILLE","21155","21360",
"CHAUDENAY LE CHATEAU","21156","21360",
"CHAUGEY","21157","21290",
"CHAUME ET COURCHAMP","21158","21610",
"CHAUME ET COURCHAMP","21158","21610","COURCHAMP"
"LA CHAUME","21159","21520",
"CHAUME LES BAIGNEUX","21160","21450",
"CHAUMONT LE BOIS","21161","21400",
"CHAUX","21162","21700",
"CHAZEUIL","21163","21260",
"CHAZILLY","21164","21320",
"CHEMIN D AISEY","21165","21400",
"CHENOVE","21166","21300",
"CHEUGE","21167","21310",
"CHEVANNAY","21168","21540",
"CHEVANNES","21169","21220",
"CHEVIGNY EN VALIERE","21170","21200",
"CHEVIGNY ST SAUVEUR","21171","21800",
"CHIVRES","21172","21820",
"CHOREY LES BEAUNE","21173","21200",
"CIREY LES PONTAILLER","21175","21270",
"CIVRY EN MONTAGNE","21176","21320",
"CLAMEREY","21177","21390",
"VALFORET","21178","21220","CLEMENCEY"
"VALFORET","21178","21220","QUEMIGNY POISOT"
"CLENAY","21179","21490",
"CLERY","21180","21270",
"CLOMOT","21181","21230",
"COLLONGES LES BEVY","21182","21220",
"COLLONGES ET PREMIERES","21183","21110","COLLONGES LES PREMIERES"
"COLLONGES ET PREMIERES","21183","21110","PREMIERES"
"COLOMBIER","21184","21360",
"COMBERTAULT","21185","21200",
"COMBLANCHIEN","21186","21700",
"COMMARIN","21187","21320",
"CORBERON","21189","21250",
